2.8,1.5,0.7,0.20
4.8,0.8,0.7,0.20
1.3,3.5,0.7,0.20 
4.8,1.5,0.5,0.20
4.8,3.0,0.7,0.20
3.7,3.5,0.7,0.20
1.3,0.0,0.7,0.20
0.0,0.5,0.7,0.20
3.7,0.0,0.7,0.20
0,2.0.0,0.7,0.20
