,t,k=0,k=1,k=2
412,4.12,-15.36306465291977,-15.36306465291977,-15.36306465291977
413,4.13,-14.716986820585047,-14.716986820585047,-14.716986820585047
414,4.14,-13.922223855651518,-13.922223855651518,-13.922223855651518
415,4.15,-12.999354271755019,-12.999354271755019,-12.999354271755019
416,4.16,-11.975296303762631,-11.975296303762631,-11.975296303762631
417,4.17,-10.88148960878687,-10.88148960878687,-10.88148960878687
418,4.18,-9.75161391928446,-9.75161391928446,-9.75161391928446
419,4.19,-8.61914951812123,-8.61914951812123,-8.61914951812123
420,4.2,-7.515103200078299,-7.515103200078299,-7.515103200078299
421,4.21,-6.466174600536256,-6.466174600536256,-6.466174600536256
422,4.22,-5.49353840677821,-5.49353840677821,-5.49353840677821
423,4.23,-4.612297793290657,-4.612297793290657,-4.612297793290657
424,4.24,-3.831554509875734,-3.831554509875734,-3.831554509875734
425,4.25,-3.1549637026694795,-3.1549637026694795,-3.1549637026694795
426,4.26,-2.5816054972197113,-2.5816054972197113,-2.5816054972197113
427,4.2700000000000005,-2.107006841740988,-2.107006841740988,-2.107006841740988
428,4.28,-1.7241746271524956,-1.7241746271524956,-1.7241746271524956
429,4.29,-1.4245411191594215,-1.4245411191594215,-1.4245411191594215
430,4.3,-1.1987638220835573,-1.1987638220835573,-1.1987638220835573
431,4.3100000000000005,-1.0373566850044402,-1.0373566850044402,-1.0373566850044402
432,4.32,-0.931154824082386,-0.931154824082386,-0.931154824082386
433,4.33,-0.8716305301466594,-0.8716305301466594,-0.8716305301466594
434,4.34,-0.8510858857508127,-0.8510858857508127,-0.8510858857508127
435,4.3500000000000005,-0.8627491056564623,-0.8627491056564623,-0.8627491056564623
436,4.36,-0.9007999296577781,-0.9007999296577781,-0.9007999296577781
437,4.37,-0.9603457856355131,-0.9603457856355131,-0.9603457856355131
438,4.38,-1.0373662193084079,-1.0373662193084079,-1.0373662193084079
439,4.39,-1.128638994703761,-1.128638994703761,-1.128638994703761
440,4.4,-1.2316576848230718,-1.2316576848230718,-1.2316576848230718
441,4.41,-1.3445476338347717,-1.3445476338347717,-1.3445476338347717
442,4.42,-1.4659848772412065,-1.4659848772412065,-1.4659848772412065
443,4.43,-1.5951208806146413,-1.5951208806146413,-1.5951208806146413
444,4.44,-1.7315147002886633,-1.7315147002886633,-1.7315147002886633
445,4.45,-1.8750732796712197,-1.8750732796712197,-1.8750732796712197
446,4.46,-2.0259999829082274,-2.0259999829082274,-2.0259999829082274
447,4.47,-2.1847510594384723,-2.1847510594384723,-2.1847510594384723
448,4.48,-2.351999470082593,-2.351999470082593,-2.351999470082593
449,4.49,-2.528605342752217,-2.528605342752217,-2.528605342752217
450,4.5,-2.715592229531498,-2.715592229531498,-2.715592229531498
451,4.51,-2.9141282808841167,-2.9141282808841167,-2.9141282808841167
452,4.5200000000000005,-3.1255114171839105,-3.1255114171839105,-3.1255114171839105
453,4.53,-3.3511575469733335,-3.3511575469733335,-3.3511575469733335
454,4.54,-3.5925908424665316,-3.5925908424665316,-3.5925908424665316
455,4.55,-3.851435024781517,-3.851435024781517,-3.851435024781517
456,4.5600000000000005,-4.12940452423196,-4.12940452423196,-4.12940452423196
457,4.57,-4.428294255372125,-4.428294255372125,-4.428294255372125
458,4.58,-4.749966573442967,-4.749966573442967,-4.749966573442967
459,4.59,-5.096333750083423,-5.096333750083423,-5.096333750083423
460,4.6000000000000005,-5.469334014532525,-5.469334014532525,-5.469334014532525
461,4.61,-5.870898847426262,-5.870898847426262,-5.870898847426262
462,4.62,-6.302908787762971,-6.302908787762971,-6.302908787762971
463,4.63,-6.767134528006674,-6.767134528006674,-6.767134528006674
464,4.64,-7.265159549623266,-7.265159549623266,-7.265159549623266
465,4.65,-7.798280035139708,-7.798280035139708,-7.798280035139708
466,4.66,-8.367377359094935,-8.367377359094935,-8.367377359094935
467,4.67,-8.97275823193003,-8.97275823193003,-8.97275823193003
468,4.68,-9.61395773552163,-9.61395773552163,-9.61395773552163
469,4.69,-10.289501318551489,-10.289501318551489,-10.289501318551489
470,4.7,-10.996623687930404,-10.996623687930404,-10.996623687930404
471,4.71,-11.730945922106619,-11.730945922106619,-11.730945922106619
472,4.72,-12.486117618888175,-12.486117618888175,-12.486117618888175
473,4.73,-13.25343907907245,-13.25343907907245,-13.25343907907245
474,4.74,-14.021489910374179,-14.021489910374179,-14.021489910374179
475,4.75,-14.77580514038332,-14.77580514038332,-14.77580514038332
476,4.76,-15.498657318689935,-15.498657318689935,-15.498657318689935
477,4.7700000000000005,-16.16902124732971,-16.16902124732971,-16.16902124732971
478,4.78,-16.762813133960325,-16.762813133960325,-16.762813133960325
479,4.79,-17.25350211121531,-17.25350211121531,-17.25350211121531
480,4.8,-17.613181186095524,-17.613181186095524,-17.613181186095524
481,4.8100000000000005,-17.814148072616042,-17.814148072616042,-17.814148072616042
482,4.82,-17.83097757132725,-17.83097757132725,-17.83097757132725
483,4.83,-17.64296648885943,-17.64296648885943,-17.64296648885943
484,4.84,-17.236711522953044,-17.236711522953044,-17.236711522953044
485,4.8500000000000005,-16.60846661175339,-16.60846661175339,-16.60846661175339
486,4.86,-15.76585743513255,-15.76585743513255,-15.76585743513255
487,4.87,-14.728546899630976,-14.728546899630976,-14.728546899630976
488,4.88,-13.527570454495509,-13.527570454495509,-13.527570454495509
489,4.89,-12.203284692154991,-12.203284692154991,-12.203284692154991
490,4.9,-10.802147572524222,-10.802147572524222,-10.802147572524222
491,4.91,-9.372796112174933,-9.372796112174933,-9.372796112174933
492,4.92,-7.962030175337661,-7.962030175337661,-7.962030175337661
493,4.93,-6.611304845609268,-6.611304845609268,-6.611304845609268
494,4.94,-5.354186616877721,-5.354186616877721,-5.354186616877721
495,4.95,-4.2149949925201975,-4.2149949925201975,-4.2149949925201975
496,4.96,-3.208606616191338,-3.208606616191338,-3.208606616191338
497,4.97,-2.341209037178868,-2.341209037178868,-2.341209037178868
498,4.98,-1.6116897786011373,-1.6116897786011373,-1.6116897786011373
499,4.99,-1.0133332201949456,-1.0133332201949456,-1.0133332201949456
500,5.0,-0.5355487641052676,-0.5355487641052676,-0.5355487641052676
501,5.01,-0.1654363303945126,-0.1654363303945126,-0.1654363303945126
502,5.0200000000000005,0.11091883704969657,0.11091883704969657,0.11091883704969657
503,5.03,0.30745871401125585,0.30745871401125585,0.30745871401125585
504,5.04,0.4374595434627311,0.4374595434627311,0.4374595434627311
505,5.05,0.5130924389595747,0.5130924389595747,0.5130924389595747
506,5.0600000000000005,0.5451853791807418,0.5451853791807418,0.5451853791807418
507,5.07,0.5431344563179725,0.5431344563179725,0.5431344563179725
508,5.08,0.5149184899342174,0.5149184899342174,0.5149184899342174
509,5.09,0.4671798927958901,0.4671798927958901,0.4671798927958901
510,5.1000000000000005,0.405343650901576,0.405343650901576,0.405343650901576
511,5.11,0.3337542310339482,0.3337542310339482,0.3337542310339482
512,5.12,0.2558166803226471,0.2558166803226471,0.2558166803226471
513,5.13,0.1741331008367228,0.1741331008367228,0.1741331008367228
514,5.14,0.09062925421075907,0.09062925421075907,0.09062925421075907
515,5.15,0.006668539872476148,0.006668539872476148,0.006668539872476148
516,5.16,-0.07684774238498718,-0.07684774238498718,-0.07684774238498718
517,5.17,-0.15939386364791724,-0.15939386364791724,-0.15939386364791724
518,5.18,-0.24074623609126514,-0.24074623609126514,-0.24074623609126514
519,5.19,-0.3209220794135721,-0.3209220794135721,-0.3209220794135721
520,5.2,-0.40012900256230316,-0.40012900256230316,-0.40012900256230316
521,5.21,-0.4787242647339949,-0.4787242647339949,-0.4787242647339949
522,5.22,-0.5571825021706895,-0.5571825021706895,-0.5571825021706895
523,5.23,-0.6360707767608602,-0.6360707767608602,-0.6360707767608602
524,5.24,-0.7160298983986437,-0.7160298983986437,-0.7160298983986437
525,5.25,-0.7977610818419523,-0.7977610818419523,-0.7977610818419523
526,5.26,-0.8820171114256876,-0.8820171114256876,-0.8820171114256876
527,5.2700000000000005,-0.9695972975001578,-0.9695972975001578,-0.9695972975001578
528,5.28,-1.0613456130116516,-1.0613456130116516,-1.0613456130116516
529,5.29,-1.1581514947397096,-1.1581514947397096,-1.1581514947397096
530,5.3,-1.2609528797848035,-1.2609528797848035,-1.2609528797848035
531,5.3100000000000005,-1.370741122966661,-1.370741122966661,-1.370741122966661
532,5.32,-1.4885675041688216,-1.4885675041688216,-1.4885675041688216
533,5.33,-1.6155510857720357,-1.6155510857720357,-1.6155510857720357
534,5.34,-1.7528877184895673,-1.7528877184895673,-1.7528877184895673
535,5.3500000000000005,-1.9018600182045156,-1.9018600182045156,-1.9018600182045156
536,5.36,-2.063848145391656,-2.063848145391656,-2.063848145391656
537,5.37,-2.240341210270757,-2.240341210270757,-2.240341210270757
538,5.38,-2.4329490979284674,-2.4329490979284674,-2.4329490979284674
539,5.39,-2.6434144539639406,-2.6434144539639406,-2.6434144539639406
540,5.4,-2.873624486863192,-2.873624486863192,-2.873624486863192
541,5.41,-3.1256221203685213,-3.1256221203685213,-3.1256221203685213
542,5.42,-3.401615857140343,-3.401615857140343,-3.401615857140343
543,5.43,-3.7039874804876773,-3.7039874804876773,-3.7039874804876773
544,5.44,-4.0352964066859425,-4.0352964066859425,-4.0352964066859425
545,5.45,-4.398279085035651,-4.398279085035651,-4.398279085035651
546,5.46,-4.795841300483478,-4.795841300483478,-4.795841300483478
547,5.47,-5.231040534192007,-5.231040534192007,-5.231040534192007
548,5.48,-5.707054647722003,-5.707054647722003,-5.707054647722003
549,5.49,-6.227132043314496,-6.227132043314496,-6.227132043314496
550,5.5,-6.7945170891771225,-6.7945170891771225,-6.7945170891771225
551,5.51,-7.412342975245383,-7.412342975245383,-7.412342975245383
552,5.5200000000000005,-8.083482308890215,-8.083482308890215,-8.083482308890215
553,5.53,-8.810343766502056,-8.810343766502056,-8.810343766502056
554,5.54,-9.594601196115182,-9.594601196115182,-9.594601196115182
555,5.55,-10.43684011290709,-10.43684011290709,-10.43684011290709
556,5.5600000000000005,-11.336106216179282,-11.336106216179282,-11.336106216179282
557,5.57,-12.289342449049645,-12.289342449049645,-12.289342449049645
558,5.58,-13.290706798099716,-13.290706798099716,-13.290706798099716
559,5.59,-14.330774654848675,-14.330774654848675,-14.330774654848675
560,5.6000000000000005,-15.395649825487896,-15.395649825487896,-15.395649825487896
561,5.61,-16.466040033868328,-16.466040033868328,-16.466040033868328
562,5.62,-17.516398125620217,-17.516398125620217,-17.516398125620217
563,5.63,-18.514288787470303,-18.514288787470303,-18.514288787470303
564,5.64,-19.420206897281243,-19.420206897281243,-19.420206897281243
565,5.65,-20.18813344725335,-20.18813344725335,-20.18813344725335
566,5.66,-20.767142607952056,-20.767142607952056,-20.767142607952056
567,5.67,-21.104331880984976,-21.104331880984976,-21.104331880984976
568,5.68,-21.149195522379145,-21.149195522379145,-21.149195522379145
569,5.69,-20.85927310270931,-20.85927310270931,-20.85927310270931
570,5.7,-20.20649669685979,-20.20649669685979,-20.20649669685979
571,5.71,-19.183218761229206,-19.183218761229206,-19.183218761229206
572,5.72,-17.806589952190492,-17.806589952190492,-17.806589952190492
573,5.73,-16.119964386471217,-16.119964386471217,-16.119964386471217
574,5.74,-14.190466706701363,-14.190466706701363,-14.190466706701363
575,5.75,-12.1027170540059,-12.1027170540059,-12.1027170540059
576,5.76,-9.949721608474828,-9.949721608474828,-9.949721608474828
577,5.7700000000000005,-7.822717449713657,-7.822717449713657,-7.822717449713657
578,5.78,-5.801993427848649,-5.801993427848649,-5.801993427848649
579,5.79,-3.950313081362652,-3.950313081362652,-3.950313081362652
580,5.8,-2.309737376082743,-2.309737376082743,-2.309737376082743
581,5.8100000000000005,-0.9017351333629542,-0.9017351333629542,-0.9017351333629542
582,5.82,0.270206436140223,0.270206436140223,0.270206436140223
583,5.83,1.2165507306316594,1.2165507306316594,1.2165507306316594
584,5.84,1.957280893916515,1.957280893916515,1.957280893916515
585,5.8500000000000005,2.5178185296227933,2.5178185296227933,2.5178185296227933
586,5.86,2.9257106832850486,2.9257106832850486,2.9257106832850486
587,5.87,3.2082200496002136,3.2082200496002136,3.2082200496002136
588,5.88,3.3907626303281058,3.3907626303281058,3.3907626303281058
589,5.89,3.4960392587198266,3.4960392587198266,3.4960392587198266
590,5.9,3.5436793345523765,3.5436793345523765,3.5436793345523765
591,5.91,3.5502287987513927,3.5502287987513927,3.5502287987513927
592,5.92,3.5293468693862358,3.5293468693862358,3.5293468693862358
593,5.93,3.4921123818295032,3.4921123818295032,3.4921123818295032
594,5.94,3.4473728463017985,3.4473728463017985,3.4473728463017985
595,5.95,3.4020945973286,3.4020945973286,3.4020945973286
596,5.96,3.3616905123434777,3.3616905123434777,3.3616905123434777
597,5.97,3.330313848288857,3.330313848288857,3.330313848288857
598,5.98,3.31111426846616,3.31111426846616,3.31111426846616
599,5.99,3.3064564838204413,3.3064564838204413,3.3064564838204413
600,6.0,3.318104209596459,3.318104209596459,3.318104209596459
601,6.01,3.3473731339282295,3.3473731339282295,3.3473731339282295
602,6.0200000000000005,3.3952568457216423,3.3952568457216423,3.3952568457216423
603,6.03,3.4625295166565704,3.4625295166565704,3.4625295166565704
604,6.04,3.5498287818897443,3.5498287818897443,3.5498287818897443
605,6.05,3.6577218326088206,3.6577218326088206,3.6577218326088206
606,6.0600000000000005,3.7867572821117146,3.7867572821117146,3.7867572821117146
607,6.07,3.9375049239519866,3.9375049239519866,3.9375049239519866
608,6.08,4.110585075879206,4.110585075879206,4.110585075879206
609,6.09,4.306688796999329,4.306688796999329,4.306688796999329
610,6.1000000000000005,4.526589873109326,4.526589873109326,4.526589873109326
611,6.11,4.771149079702673,4.771149079702673,4.771149079702673
612,6.12,5.041310846247389,5.041310846247389,5.041310846247389
613,6.13,5.338092051917292,5.338092051917292,5.338092051917292
614,6.140000000000001,5.662562276216686,5.662562276216686,5.662562276216686
615,6.15,6.015814404602169,6.015814404602169,6.015814404602169
616,6.16,6.398924050319741,6.398924050319741,6.398924050319741
617,6.17,6.812895807297087,6.812895807297087,6.812895807297087
618,6.18,7.258593914003769,7.258593914003769,7.258593914003769
619,6.19,7.736654519931543,7.736654519931543,7.736654519931543
620,6.2,8.24737646338589,8.24737646338589,8.24737646338589
621,6.21,8.79058738262573,8.79058738262573,8.79058738262573
622,6.22,9.365482225781976,9.365482225781976,9.365482225781976
623,6.23,9.9704319853495,9.9704319853495,9.9704319853495
624,6.24,10.602762008169739,10.602762008169739,10.602762008169739
625,6.25,11.258501830003679,11.258501830003679,11.258501830003679
626,6.26,11.932112506793949,11.932112506793949,11.932112506793949
627,6.2700000000000005,12.616203211206232,12.616203211206232,12.616203211206232
628,6.28,13.301256686079201,13.301256686079201,13.301256686079201
629,6.29,13.975392997499116,13.975392997499116,13.975392997499116
630,6.3,14.624212429235344,14.624212429235344,14.624212429235344
631,6.3100000000000005,15.230770051698055,15.230770051698055,15.230770051698055
632,6.32,15.775744147600763,15.775744147600763,15.775744147600763
633,6.33,16.23786467787945,16.23786467787945,16.23786467787945
634,6.34,16.594661578456147,16.594661578456147,16.594661578456147
635,6.3500000000000005,16.823570722283794,16.823570722283794,16.823570722283794
636,6.36,16.903393816126105,16.903393816126105,16.903393816126105
637,6.37,16.816046782280022,16.816046782280022,16.816046782280022
638,6.38,16.548454978626605,16.548454978626605,16.548454978626605
639,6.390000000000001,16.09437674024213,16.09437674024213,16.09437674024213
640,6.4,15.455880522571496,15.455880522571496,15.455880522571496
641,6.41,14.64418970971283,14.64418970971283,14.64418970971283
642,6.42,13.67966167892649,13.67966167892649,13.67966167892649
643,6.43,12.590787154698864,12.590787154698864,12.590787154698864
644,6.44,11.41226316409676,11.41226316409676,11.41226316409676
645,6.45,10.182368390513865,10.182368390513865,10.182368390513865
646,6.46,8.94000500008079,8.94000500008079,8.94000500008079
647,6.47,7.721826786435168,7.721826786435168,7.721826786435168
648,6.48,6.559835235214246,6.559835235214246,6.559835235214246
649,6.49,5.479708485116344,5.479708485116344,5.479708485116344
650,6.5,4.499971356404568,4.499971356404568,4.499971356404568
651,6.51,3.6319623211863465,3.6319623211863465,3.6319623211863465
652,6.5200000000000005,2.880440532541832,2.880440532541832,2.880440532541832
653,6.53,2.2446190005027518,2.2446190005027518,2.2446190005027518
654,6.54,1.71940600042545,1.71940600042545,1.71940600042545
655,6.55,1.2966707156382027,1.2966707156382027,1.2966707156382027
656,6.5600000000000005,0.9664018467344524,0.9664018467344524,0.9664018467344524
657,6.57,0.7176829494589471,0.7176829494589471,0.7176829494589471
658,6.58,0.5394548809881468,0.5394548809881468,0.5394548809881468
659,6.59,0.4210692518977665,0.4210692518977665,0.4210692518977665
660,6.6000000000000005,0.35265702623378536,0.35265702623378536,0.35265702623378536
661,6.61,0.3253457529442758,0.3253457529442758,0.3253457529442758
662,6.62,0.33136059441365084,0.33136059441365084,0.33136059441365084
663,6.63,0.36404140643127486,0.36404140643127486,0.36404140643127486
664,6.640000000000001,0.41780300753701144,0.41780300753701144,0.41780300753701144
665,6.65,0.4880600648896426,0.4880600648896426,0.4880600648896426
666,6.66,0.5711326567749767,0.5711326567749767,0.5711326567749767
667,6.67,0.6641439944600044,0.6641439944600044,0.6641439944600044
668,6.68,0.7649181283422738,0.7649181283422738,0.7649181283422738
669,6.69,0.8718826788778264,0.8718826788778264,0.8718826788778264
670,6.7,0.9839795945264282,0.9839795945264282,0.9839795945264282
671,6.71,1.1005854973188616,1.1005854973188616,1.1005854973188616
672,6.72,1.2214421903360957,1.2214421903360957,1.2214421903360957
673,6.73,1.3465972506701605,1.3465972506701605,1.3465972506701605
674,6.74,1.4763542212743055,1.4763542212743055,1.4763542212743055
675,6.75,1.6112316732114844,1.6112316732114844,1.6112316732114844
676,6.76,1.7519302826959948,1.7519302826959948,1.7519302826959948
677,6.7700000000000005,1.899307016084945,1.899307016084945,1.899307016084945
678,6.78,2.054355512491409,2.054355512491409,2.054355512491409
679,6.79,2.218191777554368,2.218191777554368,2.218191777554368
680,6.8,2.3920443380696073,2.3920443380696073,2.3920443380696073
681,6.8100000000000005,2.5772480442277272,2.5772480442277272,2.5772480442277272
682,6.82,2.7752407350018755,2.7752407350018755,2.7752407350018755
683,6.83,2.987561995009675,2.987561995009675,2.987561995009675
684,6.84,3.2158532207834476,3.2158532207834476,3.2158532207834476
685,6.8500000000000005,3.461858173692349,3.461858173692349,3.461858173692349
686,6.86,3.727423118204352,3.727423118204352,3.727423118204352
687,6.87,4.014495519390402,4.014495519390402,4.014495519390402
688,6.88,4.325120093156373,4.325120093156373,4.325120093156373
689,6.890000000000001,4.661430756154781,4.661430756154781,4.661430756154781
690,6.9,5.025636698362974,5.025636698362974,5.025636698362974
691,6.91,5.42000038852712,5.42000038852712,5.42000038852712
692,6.92,5.846804811141436,5.846804811141436,5.846804811141436
693,6.93,6.308306617692807,6.308306617692807,6.308306617692807
694,6.94,6.806671157785382,6.806671157785382,6.806671157785382
695,6.95,7.343884556967287,7.343884556967287,7.343884556967287
696,6.96,7.921637174543294,7.921637174543294,7.921637174543294
697,6.97,8.541171996943099,8.541171996943099,8.541171996943099
698,6.98,9.203090956931971,9.203090956931971,9.203090956931971
699,6.99,9.907112067842386,9.907112067842386,9.907112067842386
700,7.0,10.651771006511147,10.651771006511147,10.651771006511147
701,7.01,11.434062914979242,11.434062914979242,11.434062914979242
702,7.0200000000000005,12.24902445439763,12.24902445439763,12.24902445439763
703,7.03,13.08926344962657,13.08926344962657,13.08926344962657
704,7.04,13.944454823139575,13.944454823139575,13.944454823139575
705,7.05,14.800837836312965,14.800837836312965,14.800837836312965
706,7.0600000000000005,15.640771325748862,15.640771325748862,15.640771325748862
707,7.07,16.442429857175718,16.442429857175718,16.442429857175718
708,7.08,17.179751637345934,17.179751637345934,17.179751637345934
709,7.09,17.822772609411295,17.822772609411295,17.822772609411295
710,7.1000000000000005,18.338490524790384,18.338490524790384,18.338490524790384
711,7.11,18.692384518268994,18.692384518268994,18.692384518268994
712,7.12,18.85065533219905,18.85065533219905,18.85065533219905
713,7.13,18.783138796284224,18.783138796284224,18.783138796284224
714,7.140000000000001,18.466683221002764,18.466683221002764,18.466683221002764
715,7.15,17.888594292967657,17.888594292967657,17.888594292967657
716,7.16,17.049588496927253,17.049588496927253,17.049588496927253
717,7.17,15.965625158806427,15.965625158806427,15.965625158806427
718,7.18,14.66806945205658,14.66806945205658,14.66806945205658
719,7.19,13.201897063581697,13.201897063581697,13.201897063581697
720,7.2,11.622043294272606,11.622043294272606,11.622043294272606
721,7.21,9.988417543365284,9.988417543365284,9.988417543365284
722,7.22,8.360411925917614,8.360411925917614,8.360411925917614
723,7.23,6.791824234499655,6.791824234499655,6.791824234499655
724,7.24,5.326964947675776,5.326964947675776,5.326964947675776
725,7.25,3.9983903902665627,3.9983903902665627,3.9983903902665627
726,7.26,2.826320020313407,2.826320020313407,2.826320020313407
727,7.2700000000000005,1.8194744996316148,1.8194744996316148,1.8194744996316148
728,7.28,0.9768850391207095,0.9768850391207095,0.9768850391207095
729,7.29,0.29018438218841935,0.29018438218841935,0.29018438218841935
730,7.3,-0.25403994882712955,-0.25403994882712955,-0.25403994882712955
731,7.3100000000000005,-0.6721231503844306,-0.6721231503844306,-0.6721231503844306
732,7.32,-0.9815906525825173,-0.9815906525825173,-0.9815906525825173
733,7.33,-1.1998647525736303,-1.1998647525736303,-1.1998647525736303
734,7.34,-1.3433849935707256,-1.3433849935707256,-1.3433849935707256
735,7.3500000000000005,-1.4270768143637638,-1.4270768143637638,-1.4270768143637638
736,7.36,-1.464089195430605,-1.464089195430605,-1.464089195430605
737,7.37,-1.465724944727737,-1.465724944727737,-1.465724944727737
738,7.38,-1.441498726446239,-1.441498726446239,-1.441498726446239
739,7.390000000000001,-1.3992722176848855,-1.3992722176848855,-1.3992722176848855
740,7.4,-1.3454295114105832,-1.3454295114105832,-1.3454295114105832
741,7.41,-1.285067476837188,-1.285067476837188,-1.285067476837188
742,7.42,-1.2221847840351037,-1.2221847840351037,-1.2221847840351037
743,7.43,-1.159859857134764,-1.159859857134764,-1.159859857134764
744,7.44,-1.1004125610098276,-1.1004125610098276,-1.1004125610098276
745,7.45,-1.0455474263223739,-1.0455474263223739,-1.0455474263223739
746,7.46,-0.9964781069138465,-0.9964781069138465,-0.9964781069138465
747,7.47,-0.9540338867622429,-0.9540338867622429,-0.9540338867622429
748,7.48,-0.9187496684842877,-0.9187496684842877,-0.9187496684842877
749,7.49,-0.890941163790729,-0.890941163790729,-0.890941163790729
750,7.5,-0.8707670922407296,-0.8707670922407296,-0.8707670922407296
751,7.51,-0.858280159668291,-0.858280159668291,-0.858280159668291
752,7.5200000000000005,-0.8534684841867302,-0.8534684841867302,-0.8534684841867302
753,7.53,-0.8562889987366522,-0.8562889987366522,-0.8562889987366522
754,7.54,-0.866694205201662,-0.866694205201662,-0.866694205201662
755,7.55,-0.8846534986852137,-0.8846534986852137,-0.8846534986852137
756,7.5600000000000005,-0.9101701291294282,-0.9101701291294282,-0.9101701291294282
757,7.57,-0.9432947254240949,-0.9432947254240949,-0.9432947254240949
758,7.58,-0.984136176859819,-0.984136176859819,-0.984136176859819
759,7.59,-1.032870549275696,-1.032870549275696,-1.032870549275696
760,7.6000000000000005,-1.0897486087118429,-1.0897486087118429,-1.0897486087118429
761,7.61,-1.1551024333581965,-1.1551024333581965,-1.1551024333581965
762,7.62,-1.2293515142015692,-1.2293515142015692,-1.2293515142015692
763,7.63,-1.313008674775377,-1.313008674775377,-1.313008674775377
764,7.640000000000001,-1.4066860792860838,-1.4066860792860838,-1.4066860792860838
765,7.65,-1.5111015443386027,-1.5111015443386027,-1.5111015443386027
766,7.66,-1.6270853204465805,-1.6270853204465805,-1.6270853204465805
767,7.67,-1.755587463109792,-1.755587463109792,-1.755587463109792
768,7.68,-1.897685866683419,-1.897685866683419,-1.897685866683419
769,7.69,-2.054594984234752,-2.054594984234752,-2.054594984234752
770,7.7,-2.2276751990519803,-2.2276751990519803,-2.2276751990519803
771,7.71,-2.418442743453368,-2.418442743453368,-2.418442743453368
772,7.72,-2.628579971790199,-2.628579971790199,-2.628579971790199
773,7.73,-2.859945679120595,-2.859945679120595,-2.859945679120595
774,7.74,-3.1145850048656465,-3.1145850048656465,-3.1145850048656465
775,7.75,-3.3947382589957282,-3.3947382589957282,-3.3947382589957282
776,7.76,-3.7028477406404203,-3.7028477406404203,-3.7028477406404203
777,7.7700000000000005,-4.04156126499816,-4.04156126499816,-4.04156126499816
778,7.78,-4.413730648697176,-4.413730648697176,-4.413730648697176
779,7.79,-4.8224027956411,-4.8224027956411,-4.8224027956411
780,7.8,-5.270800238923749,-5.270800238923749,-5.270800238923749
781,7.8100000000000005,-5.762286989666303,-5.762286989666303,-5.762286989666303
782,7.82,-6.300314280004187,-6.300314280004187,-6.300314280004187
783,7.83,-6.888339230682985,-6.888339230682985,-6.888339230682985
784,7.84,-7.529707609010472,-7.529707609010472,-7.529707609010472
785,7.8500000000000005,-8.227489697524488,-8.227489697524488,-8.227489697524488
786,7.86,-8.984255973987535,-8.984255973987535,-8.984255973987535
787,7.87,-9.801777051913263,-9.801777051913263,-9.801777051913263
788,7.88,-10.680630610965046,-10.680630610965046,-10.680630610965046
789,7.890000000000001,-11.619697657009668,-11.619697657009668,-11.619697657009668
790,7.9,-12.615532669149445,-12.615532669149445,-12.615532669149445
791,7.91,-13.661598918083566,-13.661598918083566,-13.661598918083566
792,7.92,-14.747374098219238,-14.747374098219238,-14.747374098219238
793,7.930000000000001,-15.857355663318918,-15.857355663318918,-15.857355663318918
794,7.94,-16.970033315780395,-16.970033315780395,-16.970033315780395
795,7.95,-18.056950389363436,-18.056950389363436,-18.056950389363436
796,7.96,-19.08204556566417,-19.08204556566417,-19.08204556566417
797,7.97,-20.001543950005463,-20.001543950005463,-20.001543950005463
798,7.98,-20.764733477243663,-20.764733477243663,-20.764733477243663
799,7.99,-21.315986014263604,-21.315986014263604,-21.315986014263604
800,8.0,-21.59831627437212,-21.59831627437212,-21.59831627437212
801,8.01,-21.558567520221903,-21.558567520221903,-21.558567520221903
802,8.02,-21.153945759689115,-21.153945759689115,-21.153945759689115
803,8.03,-20.359127920351593,-20.359127920351593,-20.359127920351593
804,8.040000000000001,-19.17266898245988,-19.17266898245988,-19.17266898245988
805,8.05,-17.621138103261842,-17.621138103261842,-17.621138103261842
806,8.06,-15.759549185112803,-15.759549185112803,-15.759549185112803
807,8.07,-13.667328454961382,-13.667328454961382,-13.667328454961382
808,8.08,-11.44015797315482,-11.44015797315482,-11.44015797315482
809,8.09,-9.17918216626985,-9.17918216626985,-9.17918216626985
810,8.1,-6.979803559538334,-6.979803559538334,-6.979803559538334
811,8.11,-4.922314947162972,-4.922314947162972,-4.922314947162972
812,8.120000000000001,-3.0659370476764547,-3.0659370476764547,-3.0659370476764547
813,8.13,-1.4467777736740253,-1.4467777736740253,-1.4467777736740253
814,8.14,-0.07923439711711966,-0.07923439711711966,-0.07923439711711966
815,8.15,1.0402608356036047,1.0402608356036047,1.0402608356036047
816,8.16,1.9284095543173425,1.9284095543173425,1.9284095543173425
817,8.17,2.610190099752175,2.610190099752175,2.610190099752175
818,8.18,3.1146653181421238,3.1146653181421238,3.1146653181421238
819,8.19,3.471772770981078,3.471772770981078,3.471772770981078
820,8.2,3.7101311631801455,3.7101311631801455,3.7101311631801455
821,8.21,3.85572903097561,3.85572903097561,3.85572903097561
822,8.22,3.9312928148121293,3.9312928148121293,3.9312928148121293
823,8.23,3.9561282710993395,3.9561282710993395,3.9561282710993395
824,8.24,3.9462601644093223,3.9462601644093223,3.9462601644093223
825,8.25,3.914737633815137,3.914737633815137,3.914737633815137
826,8.26,3.872013423112886,3.872013423112886,3.872013423112886
827,8.27,3.8263384858340728,3.8263384858340728,3.8263384858340728
828,8.28,3.784138001720235,3.784138001720235,3.784138001720235
