,t,k=0,k=1,k=2
360,3.6,-7.255165818713235,-7.255165818713235,-7.255165818713235
361,3.61,-6.780755946017964,-6.780755946017964,-6.780755946017964
362,3.62,-6.3331540319476565,-6.3331540319476565,-6.3331540319476565
363,3.63,-5.915065084755943,-5.915065084755943,-5.915065084755943
364,3.64,-5.528284565255142,-5.528284565255142,-5.528284565255142
365,3.65,-5.17382326723705,-5.17382326723705,-5.17382326723705
366,3.66,-4.852035669823518,-4.852035669823518,-4.852035669823518
367,3.67,-4.5627448682254235,-4.5627448682254235,-4.5627448682254235
368,3.68,-4.305359362549315,-4.305359362549315,-4.305359362549315
369,3.69,-4.07897879477924,-4.07897879477924,-4.07897879477924
370,3.7,-3.88248714686255,-3.88248714686255,-3.88248714686255
371,3.71,-3.7146329719760756,-3.7146329719760756,-3.7146329719760756
372,3.72,-3.5740969757546908,-3.5740969757546908,-3.5740969757546908
373,3.73,-3.459547752545766,-3.459547752545766,-3.459547752545766
374,3.74,-3.3696867704435056,-3.3696867704435056,-3.3696867704435056
375,3.75,-3.3032838383562866,-3.3032838383562866,-3.3032838383562866
376,3.7600000000000002,-3.259204320545773,-3.259204320545773,-3.259204320545773
377,3.77,-3.2364293221082265,-3.2364293221082265,-3.2364293221082265
378,3.7800000000000002,-3.2340699779779434,-3.2340699779779434,-3.2340699779779434
379,3.79,-3.2513768567210826,-3.2513768567210826,-3.2513768567210826
380,3.8000000000000003,-3.287745351688432,-3.287745351688432,-3.287745351688432
381,3.81,-3.342717784731348,-3.342717784731348,-3.342717784731348
382,3.8200000000000003,-3.4159827970540815,-3.4159827970540815,-3.4159827970540815
383,3.83,-3.5073724507528934,-3.5073724507528934,-3.5073724507528934
384,3.84,-3.6168573141727434,-3.6168573141727434,-3.6168573141727434
385,3.85,-3.744539654032435,-3.744539654032435,-3.744539654032435
386,3.86,-3.8906447060509954,-3.8906447060509954,-3.8906447060509954
387,3.87,-4.055509841774419,-4.055509841774419,-4.055509841774419
388,3.88,-4.239571290615097,-4.239571290615097,-4.239571290615097
389,3.89,-4.443347911401692,-4.443347911401692,-4.443347911401692
390,3.9,-4.667421336760185,-4.667421336760185,-4.667421336760185
391,3.91,-4.912411638222299,-4.912411638222299,-4.912411638222299
392,3.92,-5.178947485180496,-5.178947485180496,-5.178947485180496
393,3.93,-5.467629606691416,-5.467629606691416,-5.467629606691416
394,3.94,-5.778986228708138,-5.778986228708138,-5.778986228708138
395,3.95,-6.113419077233668,-6.113419077233668,-6.113419077233668
396,3.96,-6.47113854928804,-6.47113854928804,-6.47113854928804
397,3.97,-6.852086813022294,-6.852086813022294,-6.852086813022294
398,3.98,-7.2558479778287275,-7.2558479778287275,-7.2558479778287275
399,3.99,-7.681545164344692,-7.681545164344692,-7.681545164344692
400,4.0,-8.12772540539219,-8.12772540539219,-8.12772540539219
401,4.01,-8.592234926282309,-8.592234926282309,-8.592234926282309
402,4.0200000000000005,-9.072089569900973,-9.072089569900973,-9.072089569900973
403,4.03,-9.563347974447387,-9.563347974447387,-9.563347974447387
404,4.04,-10.060998495268494,-10.060998495268494,-10.060998495268494
405,4.05,-10.558874526692145,-10.558874526692145,-10.558874526692145
406,4.0600000000000005,-11.049616322287465,-11.049616322287465,-11.049616322287465
407,4.07,-11.524699844096649,-11.524699844096649,-11.524699844096649
408,4.08,-11.974553538327605,-11.974553538327605,-11.974553538327605
409,4.09,-12.388781044509216,-12.388781044509216,-12.388781044509216
410,4.1,-12.756500642989892,-12.756500642989892,-12.756500642989892
411,4.11,-13.066800234982635,-13.066800234982635,-13.066800234982635
412,4.12,-13.309290374035871,-13.309290374035871,-13.309290374035871
