,t,k=0,k=1,k=2,k=3,k=4
101,0.101,10.853818543640518,10.853818543640518,10.853818543640518,10.853818543640518,10.853818543640518
102,0.10200000000000001,10.992428108321322,10.992428108321322,10.992428108321322,10.992428108321322,10.992428108321322
103,0.10300000000000001,11.133500350371692,11.133500350371692,11.133500350371692,11.133500350371692,11.133500350371692
104,0.10400000000000001,11.277062567120854,11.277062567120854,11.277062567120854,11.277062567120854,11.277062567120854
105,0.105,11.423141733884652,11.423141733884652,11.423141733884652,11.423141733884652,11.423141733884652
106,0.106,11.571764470210336,11.571764470210336,11.571764470210336,11.571764470210336,11.571764470210336
107,0.107,11.722957004947013,11.722957004947013,11.722957004947013,11.722957004947013,11.722957004947013
108,0.108,11.876745140130625,11.876745140130625,11.876745140130625,11.876745140130625,11.876745140130625
109,0.109,12.033154213674027,12.033154213674027,12.033154213674027,12.033154213674027,12.033154213674027
110,0.11,12.19220906085453,12.19220906085453,12.19220906085453,12.19220906085453,12.19220906085453
111,0.111,12.353933974593282,12.353933974593282,12.353933974593282,12.353933974593282,12.353933974593282
112,0.112,12.518352664522977,12.518352664522977,12.518352664522977,12.518352664522977,12.518352664522977
113,0.113,12.685488214842657,12.685488214842657,12.685488214842657,12.685488214842657,12.685488214842657
114,0.114,12.855363040960786,12.855363040960786,12.855363040960786,12.855363040960786,12.855363040960786
115,0.115,13.027998844930407,13.027998844930407,13.027998844930407,13.027998844930407,13.027998844930407
116,0.116,13.203416569682902,13.203416569682902,13.203416569682902,13.203416569682902,13.203416569682902
117,0.117,13.381636352069856,13.381636352069856,13.381636352069856,13.381636352069856,13.381636352069856
118,0.11800000000000001,13.562677474725561,13.562677474725561,13.562677474725561,13.562677474725561,13.562677474725561
119,0.11900000000000001,13.74655831676604,13.74655831676604,13.74655831676604,13.74655831676604,13.74655831676604
120,0.12,13.933296303343855,13.933296303343855,13.933296303343855,13.933296303343855,13.933296303343855
121,0.121,14.122907854081626,14.122907854081626,14.122907854081626,14.122907854081626,14.122907854081626
122,0.122,14.31540833041099,14.31540833041099,14.31540833041099,14.31540833041099,14.31540833041099
123,0.123,14.510811981847707,14.510811981847707,14.510811981847707,14.510811981847707,14.510811981847707
124,0.124,14.70913189123779,14.70913189123779,14.70913189123779,14.70913189123779,14.70913189123779
125,0.125,14.910379919013893,14.910379919013893,14.910379919013893,14.910379919013893,14.910379919013893
126,0.126,15.114566646505699,15.114566646505699,15.114566646505699,15.114566646505699,15.114566646505699
127,0.127,15.321701318352746,15.321701318352746,15.321701318352746,15.321701318352746,15.321701318352746
128,0.128,15.531791784073025,15.531791784073025,15.531791784073025,15.531791784073025,15.531791784073025
129,0.129,15.744844438845682,15.744844438845682,15.744844438845682,15.744844438845682,15.744844438845682
130,0.13,15.960864163571394,15.960864163571394,15.960864163571394,15.960864163571394,15.960864163571394
131,0.131,16.1798542642793,16.1798542642793,16.1798542642793,16.1798542642793,16.1798542642793
132,0.132,16.401816410954915,16.401816410954915,16.401816410954915,16.401816410954915,16.401816410954915
133,0.133,16.62675057586903,16.62675057586903,16.62675057586903,16.62675057586903,16.62675057586903
134,0.134,16.854654971493428,16.854654971493428,16.854654971493428,16.854654971493428,16.854654971493428
135,0.135,17.085525988095107,17.085525988095107,17.085525988095107,17.085525988095107,17.085525988095107
136,0.136,17.31935813110661,17.31935813110661,17.31935813110661,17.31935813110661,17.31935813110661
137,0.137,17.55614395837629,17.55614395837629,17.55614395837629,17.55614395837629,17.55614395837629
138,0.138,17.79587401740826,17.79587401740826,17.79587401740826,17.79587401740826,17.79587401740826
139,0.139,18.038536782708224,18.038536782708224,18.038536782708224,18.038536782708224,18.038536782708224
140,0.14,18.28411859335736,18.28411859335736,18.28411859335736,18.28411859335736,18.28411859335736
141,0.14100000000000001,18.532603590942834,18.532603590942834,18.532603590942834,18.532603590942834,18.532603590942834
142,0.14200000000000002,18.783973657979715,18.783973657979715,18.783973657979715,18.783973657979715,18.783973657979715
143,0.14300000000000002,19.038208356965193,19.038208356965193,19.038208356965193,19.038208356965193,19.038208356965193
144,0.14400000000000002,19.29528487021223,19.29528487021223,19.29528487021223,19.29528487021223,19.29528487021223
145,0.145,19.555177940615717,19.555177940615717,19.555177940615717,19.555177940615717,19.555177940615717
146,0.146,19.81785981351022,19.81785981351022,19.81785981351022,19.81785981351022,19.81785981351022
147,0.147,20.083300179784153,20.083300179784153,20.083300179784153,20.083300179784153,20.083300179784153
148,0.148,20.351466120420746,20.351466120420746,20.351466120420746,20.351466120420746,20.351466120420746
149,0.149,20.622322052641668,20.622322052641668,20.622322052641668,20.622322052641668,20.622322052641668
150,0.15,20.89582967783419,20.89582967783419,20.89582967783419,20.89582967783419,20.89582967783419
151,0.151,21.171947931447676,21.171947931447676,21.171947931447676,21.171947931447676,21.171947931447676
152,0.152,21.450632935049665,21.450632935049665,21.450632935049665,21.450632935049665,21.450632935049665
153,0.153,21.73183795073598,21.73183795073598,21.73183795073598,21.73183795073598,21.73183795073598
154,0.154,22.015513338092994,22.015513338092994,22.015513338092994,22.015513338092994,22.015513338092994
155,0.155,22.301606513913562,22.301606513913562,22.301606513913562,22.301606513913562,22.301606513913562
156,0.156,22.5900619148708,22.5900619148708,22.5900619148708,22.5900619148708,22.5900619148708
157,0.157,22.88082096335631,22.88082096335631,22.88082096335631,22.88082096335631,22.88082096335631
158,0.158,23.173822036690993,23.173822036690993,23.173822036690993,23.173822036690993,23.173822036690993
159,0.159,23.46900043991782,23.46900043991782,23.46900043991782,23.46900043991782,23.46900043991782
160,0.16,23.766288382386225,23.766288382386225,23.766288382386225,23.766288382386225,23.766288382386225
161,0.161,24.065614958337587,24.065614958337587,24.065614958337587,24.065614958337587,24.065614958337587
162,0.162,24.366906131700198,24.366906131700198,24.366906131700198,24.366906131700198,24.366906131700198
163,0.163,24.670084725300345,24.670084725300345,24.670084725300345,24.670084725300345,24.670084725300345
164,0.164,24.97507041469347,24.97507041469347,24.97507041469347,24.97507041469347,24.97507041469347
165,0.165,25.28177972681593,25.28177972681593,25.28177972681593,25.28177972681593,25.28177972681593
166,0.166,25.590126043653505,25.590126043653505,25.590126043653505,25.590126043653505,25.590126043653505
167,0.167,25.900019611117468,25.900019611117468,25.900019611117468,25.900019611117468,25.900019611117468
168,0.168,26.211367553312858,26.211367553312858,26.211367553312858,26.211367553312858,26.211367553312858
169,0.169,26.5240738923763,26.5240738923763,26.5240738923763,26.5240738923763,26.5240738923763
170,0.17,26.83803957405257,26.83803957405257,26.83803957405257,26.83803957405257,26.83803957405257
171,0.171,27.1531624991698,27.1531624991698,27.1531624991698,27.1531624991698,27.1531624991698
172,0.17200000000000001,27.469337561163012,27.469337561163012,27.469337561163012,27.469337561163012,27.469337561163012
173,0.17300000000000001,27.78645668978433,27.78645668978433,27.78645668978433,27.78645668978433,27.78645668978433
174,0.17400000000000002,28.10440890112584,28.10440890112584,28.10440890112584,28.10440890112584,28.10440890112584
175,0.17500000000000002,28.423080354067782,28.423080354067782,28.423080354067782,28.423080354067782,28.423080354067782
176,0.176,28.742354413250204,28.742354413250204,28.742354413250204,28.742354413250204,28.742354413250204
177,0.177,29.06211171865085,29.06211171865085,29.06211171865085,29.06211171865085,29.06211171865085
178,0.178,29.3822302618356,29.3822302618356,29.3822302618356,29.3822302618356,29.3822302618356
179,0.179,29.70258546893031,29.70258546893031,29.70258546893031,29.70258546893031,29.70258546893031
180,0.18,30.023050290344628,30.023050290344628,30.023050290344628,30.023050290344628,30.023050290344628
181,0.181,30.34349529725903,30.34349529725903,30.34349529725903,30.34349529725903,30.34349529725903
182,0.182,30.66378878486623,30.66378878486623,30.66378878486623,30.66378878486623,30.66378878486623
183,0.183,30.983796882337273,30.983796882337273,30.983796882337273,30.983796882337273,30.983796882337273
