0.0, 5.0
0.01, 5.053033939386574
0.02, 5.205284074251194
0.03, 5.448568140384334
0.04, 5.777004035487385
0.05, 6.186471138282809
0.06, 6.6740994777976885
0.07, 7.237757829225172
0.08, 7.875511981963144
0.09, 8.585025910518794
0.1, 9.362882789008125
0.11, 10.203811928246637
0.12, 11.099824720851071
0.13, 12.03929081827614
0.14, 13.00602751034797
0.15, 13.978530154892763
0.16, 14.929532790704135
0.17, 15.826139171584387
0.18, 16.630777316124405
0.19, 17.303170162393815
0.2, 17.803353278014203
0.21, 18.09551101709904
0.22, 18.152101356470183
0.23, 17.957506426215897
0.24, 17.510404287266564
0.25, 16.824276214899932
0.26, 15.925897668844257
0.27, 14.852155899481158
0.28, 13.645905193057496
0.29, 12.351691029743822
0.3, 11.012046107696154
0.31, 9.664781773574685
0.32, 8.341395034068425
0.33, 7.066478174400377
0.34, 5.857891505880796
0.35000000000000003, 4.727428981683682
0.36, 3.6817379686907623
0.37, 2.7233138327420408
0.38, 1.851452398557033
0.39, 1.0630955988137645
0.4, 0.353543426239908
0.41000000000000003, -3.4255569817292475
0.42, -3.675660436128571
0.43, -3.9185095468801032
0.44, -4.1573430569739065
0.45, -4.395068986910437
0.46, -4.634286941301001
0.47000000000000003, -4.8773071889370545
0.48, -5.126165448761839
0.49, -5.382632496886727
0.5, -5.648217854960574
0.51, -5.924166948278655
0.52, -6.211451254432391
0.53, -6.510751123366656
0.54, -6.822431163138014
0.55, -7.146508380399252
0.56, -7.48261366966957
0.5700000000000001, -7.829947788159914
0.58, -8.18723365436647
0.59, -8.552667676372257
0.6, -8.923873833971168
0.61, -9.29786535599934
0.62, -9.671019950916444
0.63, -10.03907550622049
0.64, -10.397153750371773
0.65, -10.739819298346614
0.66, -11.061180488551596
0.67, -11.3550362127707
0.68, -11.615069409707543
0.6900000000000001, -11.835083116244553
0.7000000000000001, -12.009269319929729
0.71, -12.13249502508547
0.72, -12.200584897107369
0.73, -12.210576663910867
0.74, -12.16092508062249
0.75, -12.05163324941457
0.76, -11.884296351139199
0.77, -11.662051607910913
0.78, -11.389438194082615
0.79, -11.072180204605937
0.8, -10.71691314297289
0.81, -6.516344822989195
0.8200000000000001, -6.209483452860375
0.8300000000000001, -5.927485210313796
0.84, -5.6711576468721105
0.85, -5.440902320425609
0.86, -5.236788005110302
0.87, -5.058620012449168
0.88, -4.906003893947817
0.89, -4.778402496362914
0.9, -4.675185888858198
0.91, -4.595674088581868
0.92, -4.539172796380466
0.93, -4.505002537973872
0.9400000000000001, -4.492521707937893
0.9500000000000001, -4.501144052239063
0.96, -4.530351115155154
0.97, -4.579700130752226
0.98, -4.648827767680121
0.99, -4.737450046723413
1.0, -4.845358649424614
1.01, -4.9724137281045255
1.02, -5.118533217010294
1.03, -5.283678535318086
1.04, -5.467836470042781
1.05, -5.670996936524503
1.06, -5.8931262439942795
1.07, -6.134135454427061
1.08, -6.393843428619583
1.09, -6.671934222444682
1.1, -6.967908651188759
1.11, -7.281030107452489
1.12, -7.610265127504479
1.1300000000000001, -7.9542197808050386
1.1400000000000001, -8.311073730064651
1.1500000000000001, -8.678514782367081
1.16, -9.053677906768216
1.17, -9.433093970482934
1.18, -9.812654727729964
1.19, -10.187601696520815
1.2, -10.552547219898377
1.21, -12.017625030907688
1.22, -11.850871146562405
1.23, -11.629402797401042
1.24, -11.357805463181469
1.25, -11.04182638510185
1.26, -10.68810351176219
1.27, -10.303863559214395
1.28, -9.89661434088756
1.29, -9.47385406886877
1.3, -9.042815587615836
1.31, -8.610257547420453
1.32, -8.182308410356327
1.33, -7.76436374019058
1.34, -7.361032978262991
1.35, -6.976129050086142
1.36, -6.612692627577936
1.37, -6.273042470616598
1.3800000000000001, -5.958843695839193
1.3900000000000001, -5.671186772648663
1.4000000000000001, -5.410671268198856
1.41, -5.177489656578993
1.42, -4.971507737212141
1.43, -4.792339293491112
1.44, -4.639413527689129
1.45, -4.512034525011915
1.46, -4.409432539862843
1.47, -4.330807282541797
1.48, -4.2753636401227455
1.49, -4.242340416525283
1.5, -4.231032746897819
1.51, -4.2408088501307
1.52, -4.271121746789687
1.53, -4.3215165007626375
1.54, -4.391633451204311
1.55, -4.4812077942274895
1.56, -4.590065756585371
1.57, -4.718117480328652
1.58, -4.86534661132784
1.59, -5.031796458667035
1.6, -5.21755246973456
1.61, -5.553204013831516
1.62, -5.7746454309696125
1.6300000000000001, -6.0156819450076835
1.6400000000000001, -6.276173513054605
1.6500000000000001, -6.555861676706869
1.6600000000000001, -6.854319470718223
1.67, -7.170895052572841
1.68, -7.5046493409855115
1.69, -7.85428851386974
1.7, -8.21809298852845
1.71, -8.593845506932478
1.72, -8.978762170781147
1.73, -9.369431667996153
1.74, -9.761769398968264
1.75, -10.150994565730896
1.76, -10.531639262768438
1.77, -10.897598857521109
1.78, -11.242232079338423
1.79, -11.558516879109758
1.8, -11.839264040061932
1.81, -12.077384736423472
1.82, -12.266201157492187
1.83, -12.399781794604557
1.84, -12.473276281507218
1.85, -12.483220241374655
1.86, -12.427779752407274
1.87, -12.306908599806127
1.8800000000000001, -12.122399383943629
1.8900000000000001, -11.877820776416343
1.9000000000000001, -11.57834591897461
1.9100000000000001, -11.230488921421282
1.92, -10.8417755835029
1.93, -10.420379468214623
1.94, -9.974754871178767
1.95, -9.513294587227472
1.96, -9.044033875509522
1.97, -8.574414162632666
1.98, -8.111112206382215
1.99, -7.659933727738181
2.0, -7.225765505184104
