,t,k=0,k=1,k=2,k=3,k=4,k=5,k=6
970,9.700000000000001,-0.19346106037271185,-0.19346106037271185,-0.19346106037271185,-0.19346106037271185,-0.19346106037271185,-0.19346106037271185,-0.19346106037271185
971,9.71,-0.14418433181851087,-0.14418433181851087,-0.14418433181851087,-0.14418433181851087,-0.14418433181851087,-0.14418433181851087,-0.14418433181851087
972,9.72,-0.09454721757274041,-0.09454721757274041,-0.09454721757274041,-0.09454721757274041,-0.09454721757274041,-0.09454721757274041,-0.09454721757274041
973,9.73,-0.04467378455766081,-0.04467378455766081,-0.04467378455766081,-0.04467378455766081,-0.04467378455766081,-0.04467378455766081,-0.04467378455766081
974,9.74,0.005311309630705183,0.005311309630705183,0.005311309630705183,0.005311309630705183,0.005311309630705183,0.005311309630705183,0.005311309630705183
975,9.75,0.05528312830160971,0.05528312830160971,0.05528312830160971,0.05528312830160971,0.05528312830160971,0.05528312830160971,0.05528312830160971
976,9.76,0.10511676794620847,0.10511676794620847,0.10511676794620847,0.10511676794620847,0.10511676794620847,0.10511676794620847,0.10511676794620847
977,9.77,0.1546876704312518,0.1546876704312518,0.1546876704312518,0.1546876704312518,0.1546876704312518,0.1546876704312518,0.1546876704312518
978,9.78,0.2038719343295167,0.2038719343295167,0.2038719343295167,0.2038719343295167,0.2038719343295167,0.2038719343295167,0.2038719343295167
979,9.790000000000001,0.25254662460881583,0.25254662460881583,0.25254662460881583,0.25254662460881583,0.25254662460881583,0.25254662460881583,0.25254662460881583
980,9.8,0.30059007990552244,0.30059007990552244,0.30059007990552244,0.30059007990552244,0.30059007990552244,0.30059007990552244,0.30059007990552244
981,9.81,0.3478822166145875,0.3478822166145875,0.3478822166145875,0.3478822166145875,0.3478822166145875,0.3478822166145875,0.3478822166145875
982,9.82,0.39430482903598246,0.39430482903598246,0.39430482903598246,0.39430482903598246,0.39430482903598246,0.39430482903598246,0.39430482903598246
983,9.83,0.4397418848273576,0.4397418848273576,0.4397418848273576,0.4397418848273576,0.4397418848273576,0.4397418848273576,0.4397418848273576
984,9.84,0.48407981502443886,0.48407981502443886,0.48407981502443886,0.48407981502443886,0.48407981502443886,0.48407981502443886,0.48407981502443886
985,9.85,0.527207797904263,0.527207797904263,0.527207797904263,0.527207797904263,0.527207797904263,0.527207797904263,0.527207797904263
986,9.86,0.5690180359817404,0.5690180359817404,0.5690180359817404,0.5690180359817404,0.5690180359817404,0.5690180359817404,0.5690180359817404
987,9.870000000000001,0.6094060254471996,0.6094060254471996,0.6094060254471996,0.6094060254471996,0.6094060254471996,0.6094060254471996,0.6094060254471996
988,9.88,0.6482708173714585,0.6482708173714585,0.6482708173714585,0.6482708173714585,0.6482708173714585,0.6482708173714585,0.6482708173714585
989,9.89,0.6855152700255478,0.6855152700255478,0.6855152700255478,0.6855152700255478,0.6855152700255478,0.6855152700255478,0.6855152700255478
990,9.9,0.7210462916844161,0.7210462916844161,0.7210462916844161,0.7210462916844161,0.7210462916844161,0.7210462916844161,0.7210462916844161
991,9.91,0.7547750733077369,0.7547750733077369,0.7547750733077369,0.7547750733077369,0.7547750733077369,0.7547750733077369,0.7547750733077369
992,9.92,0.7866173105162337,0.7866173105162337,0.7866173105162337,0.7866173105162337,0.7866173105162337,0.7866173105162337,0.7866173105162337
993,9.93,0.8164934143087014,0.8164934143087014,0.8164934143087014,0.8164934143087014,0.8164934143087014,0.8164934143087014,0.8164934143087014
994,9.94,0.8443287099930374,0.8443287099930374,0.8443287099930374,0.8443287099930374,0.8443287099930374,0.8443287099930374,0.8443287099930374
995,9.950000000000001,0.8700536238340624,0.8700536238340624,0.8700536238340624,0.8700536238340624,0.8700536238340624,0.8700536238340624,0.8700536238340624
996,9.96,0.893603856951605,0.893603856951605,0.893603856951605,0.893603856951605,0.893603856951605,0.893603856951605,0.893603856951605
997,9.97,0.9149205460341989,0.9149205460341989,0.9149205460341989,0.9149205460341989,0.9149205460341989,0.9149205460341989,0.9149205460341989
998,9.98,0.9339504104666889,0.9339504104666889,0.9339504104666889,0.9339504104666889,0.9339504104666889,0.9339504104666889,0.9339504104666889
999,9.99,0.9506458855040061,0.9506458855040061,0.9506458855040061,0.9506458855040061,0.9506458855040061,0.9506458855040061,0.9506458855040061
1000,10.0,0.9649652411582454,0.9649652411582454,0.9649652411582454,0.9649652411582454,0.9649652411582454,0.9649652411582454,0.9649652411582454
1001,10.01,0.9768726865018912,0.9768726865018912,0.9768726865018912,0.9768726865018912,0.9768726865018912,0.9768726865018912,0.9768726865018912
1002,10.02,0.9863384591264852,0.9863384591264852,0.9863384591264852,0.9863384591264852,0.9863384591264852,0.9863384591264852,0.9863384591264852
1003,10.03,0.9933388995331391,0.9933388995331391,0.9933388995331391,0.9933388995331391,0.9933388995331391,0.9933388995331391,0.9933388995331391
1004,10.040000000000001,0.9978565102689526,0.9978565102689526,0.9978565102689526,0.9978565102689526,0.9978565102689526,0.9978565102689526,0.9978565102689526
1005,10.05,0.9998799996615272,0.9998799996615272,0.9998799996615272,0.9998799996615272,0.9998799996615272,0.9998799996615272,0.9998799996615272
1006,10.06,0.999404310042262,0.999404310042262,0.999404310042262,0.999404310042262,0.999404310042262,0.999404310042262,0.999404310042262
1007,10.07,0.9964306303878895,0.9964306303878895,0.9964306303878895,0.9964306303878895,0.9964306303878895,0.9964306303878895,0.9964306303878895
1008,10.08,0.9909663933486507,0.9909663933486507,0.9909663933486507,0.9909663933486507,0.9909663933486507,0.9909663933486507,0.9909663933486507
1009,10.09,0.9830252566705419,0.9830252566705419,0.9830252566705419,0.9830252566705419,0.9830252566705419,0.9830252566705419,0.9830252566705419
1010,10.1,0.9726270690580642,0.9726270690580642,0.9726270690580642,0.9726270690580642,0.9726270690580642,0.9726270690580642,0.9726270690580642
1011,10.11,0.9597978205628033,0.9597978205628033,0.9597978205628033,0.9597978205628033,0.9597978205628033,0.9597978205628033,0.9597978205628033
1012,10.120000000000001,0.9445695776218411,0.9445695776218411,0.9445695776218411,0.9445695776218411,0.9445695776218411,0.9445695776218411,0.9445695776218411
1013,10.13,0.9269804029083705,0.9269804029083705,0.9269804029083705,0.9269804029083705,0.9269804029083705,0.9269804029083705,0.9269804029083705
1014,10.14,0.9070742601948427,0.9070742601948427,0.9070742601948427,0.9070742601948427,0.9070742601948427,0.9070742601948427,0.9070742601948427
1015,10.15,0.8849009044664431,0.8849009044664431,0.8849009044664431,0.8849009044664431,0.8849009044664431,0.8849009044664431,0.8849009044664431
1016,10.16,0.8605157575595513,0.8605157575595513,0.8605157575595513,0.8605157575595513,0.8605157575595513,0.8605157575595513,0.8605157575595513
1017,10.17,0.8339797696360268,0.8339797696360268,0.8339797696360268,0.8339797696360268,0.8339797696360268,0.8339797696360268,0.8339797696360268
1018,10.18,0.8053592668395612,0.8053592668395612,0.8053592668395612,0.8053592668395612,0.8053592668395612,0.8053592668395612,0.8053592668395612
1019,10.19,0.7747257855148767,0.7747257855148767,0.7747257855148767,0.7747257855148767,0.7747257855148767,0.7747257855148767,0.7747257855148767
1020,10.200000000000001,0.7421558934041379,0.7421558934041379,0.7421558934041379,0.7421558934041379,0.7421558934041379,0.7421558934041379,0.7421558934041379
1021,10.21,0.7077309982674902,0.7077309982674902,0.7077309982674902,0.7077309982674902,0.7077309982674902,0.7077309982674902,0.7077309982674902
1022,10.22,0.6715371444060766,0.6715371444060766,0.6715371444060766,0.6715371444060766,0.6715371444060766,0.6715371444060766,0.6715371444060766
1023,10.23,0.6336647975961166,0.6336647975961166,0.6336647975961166,0.6336647975961166,0.6336647975961166,0.6336647975961166,0.6336647975961166
1024,10.24,0.5942086189716024,0.5942086189716024,0.5942086189716024,0.5942086189716024,0.5942086189716024,0.5942086189716024,0.5942086189716024
1025,10.25,0.553267228420786,0.553267228420786,0.553267228420786,0.553267228420786,0.553267228420786,0.553267228420786,0.553267228420786
1026,10.26,0.5109429580878437,0.5109429580878437,0.5109429580878437,0.5109429580878437,0.5109429580878437,0.5109429580878437,0.5109429580878437
1027,10.27,0.46734159659583496,0.46734159659583496,0.46734159659583496,0.46734159659583496,0.46734159659583496,0.46734159659583496,0.46734159659583496
1028,10.28,0.4225721246302652,0.4225721246302652,0.4225721246302652,0.4225721246302652,0.4225721246302652,0.4225721246302652,0.4225721246302652
1029,10.290000000000001,0.37674644254415596,0.37674644254415596,0.37674644254415596,0.37674644254415596,0.37674644254415596,0.37674644254415596,0.37674644254415596
1030,10.3,0.32997909066546716,0.32997909066546716,0.32997909066546716,0.32997909066546716,0.32997909066546716,0.32997909066546716,0.32997909066546716
1031,10.31,0.28238696300595806,0.28238696300595806,0.28238696300595806,0.28238696300595806,0.28238696300595806,0.28238696300595806,0.28238696300595806
1032,10.32,0.23408901508706498,0.23408901508706498,0.23408901508706498,0.23408901508706498,0.23408901508706498,0.23408901508706498,0.23408901508706498
1033,10.33,0.185205966613079,0.185205966613079,0.185205966613079,0.185205966613079,0.185205966613079,0.185205966613079,0.185205966613079
1034,10.34,0.135859999734786,0.135859999734786,0.135859999734786,0.135859999734786,0.135859999734786,0.135859999734786,0.135859999734786
1035,10.35,0.08617445365775224,0.08617445365775224,0.08617445365775224,0.08617445365775224,0.08617445365775224,0.08617445365775224,0.08617445365775224
1036,10.36,0.03627351635857635,0.03627351635857635,0.03627351635857635,0.03627351635857635,0.03627351635857635,0.03627351635857635,0.03627351635857635
1037,10.370000000000001,-0.013718085820344339,-0.013718085820344339,-0.013718085820344339,-0.013718085820344339,-0.013718085820344339,-0.013718085820344339,-0.013718085820344339
1038,10.38,-0.06367539992168114,-0.06367539992168114,-0.06367539992168114,-0.06367539992168114,-0.06367539992168114,-0.06367539992168114,-0.06367539992168114
1039,10.39,-0.11347355869046061,-0.11347355869046061,-0.11347355869046061,-0.11347355869046061,-0.11347355869046061,-0.11347355869046061,-0.11347355869046061
1040,10.4,-0.16298809267713987,-0.16298809267713987,-0.16298809267713987,-0.16298809267713987,-0.16298809267713987,-0.16298809267713987,-0.16298809267713987
1041,10.41,-0.21209524134637553,-0.21209524134637553,-0.21209524134637553,-0.21209524134637553,-0.21209524134637553,-0.21209524134637553,-0.21209524134637553
1042,10.42,-0.2606722624138764,-0.2606722624138764,-0.2606722624138764,-0.2606722624138764,-0.2606722624138764,-0.2606722624138764,-0.2606722624138764
1043,10.43,-0.3085977386381592,-0.3085977386381592,-0.3085977386381592,-0.3085977386381592,-0.3085977386381592,-0.3085977386381592,-0.3085977386381592
1044,10.44,-0.35575188130038726,-0.35575188130038726,-0.35575188130038726,-0.35575188130038726,-0.35575188130038726,-0.35575188130038726,-0.35575188130038726
1045,10.450000000000001,-0.4020168296137516,-0.4020168296137516,-0.4020168296137516,-0.4020168296137516,-0.4020168296137516,-0.4020168296137516,-0.4020168296137516
1046,10.46,-0.44727694531402595,-0.44727694531402595,-0.44727694531402595,-0.44727694531402595,-0.44727694531402595,-0.44727694531402595,-0.44727694531402595
1047,10.47,-0.4914191016949736,-0.4914191016949736,-0.4914191016949736,-0.4914191016949736,-0.4914191016949736,-0.4914191016949736,-0.4914191016949736
1048,10.48,-0.5343329663661676,-0.5343329663661676,-0.5343329663661676,-0.5343329663661676,-0.5343329663661676,-0.5343329663661676,-0.5343329663661676
1049,10.49,-0.5759112770264775,-0.5759112770264775,-0.5759112770264775,-0.5759112770264775,-0.5759112770264775,-0.5759112770264775,-0.5759112770264775
1050,10.5,-0.6160501095639328,-0.6160501095639328,-0.6160501095639328,-0.6160501095639328,-0.6160501095639328,-0.6160501095639328,-0.6160501095639328
1051,10.51,-0.6546491378118521,-0.6546491378118521,-0.6546491378118521,-0.6546491378118521,-0.6546491378118521,-0.6546491378118521,-0.6546491378118521
1052,10.52,-0.691611884311984,-0.691611884311984,-0.691611884311984,-0.691611884311984,-0.691611884311984,-0.691611884311984,-0.691611884311984
1053,10.53,-0.7268459614578825,-0.7268459614578825,-0.7268459614578825,-0.7268459614578825,-0.7268459614578825,-0.7268459614578825,-0.7268459614578825
1054,10.540000000000001,-0.7602633024157838,-0.7602633024157838,-0.7602633024157838,-0.7602633024157838,-0.7602633024157838,-0.7602633024157838,-0.7602633024157838
1055,10.55,-0.791780381245802,-0.791780381245802,-0.791780381245802,-0.791780381245802,-0.791780381245802,-0.791780381245802,-0.791780381245802
1056,10.56,-0.821318421673257,-0.821318421673257,-0.821318421673257,-0.821318421673257,-0.821318421673257,-0.821318421673257,-0.821318421673257
1057,10.57,-0.8488035939883138,-0.8488035939883138,-0.8488035939883138,-0.8488035939883138,-0.8488035939883138,-0.8488035939883138,-0.8488035939883138
1058,10.58,-0.8741671995817869,-0.8741671995817869,-0.8741671995817869,-0.8741671995817869,-0.8741671995817869,-0.8741671995817869,-0.8741671995817869
1059,10.59,-0.8973458426558666,-0.8973458426558666,-0.8973458426558666,-0.8973458426558666,-0.8973458426558666,-0.8973458426558666,-0.8973458426558666
1060,10.6,-0.9182815886805801,-0.9182815886805801,-0.9182815886805801,-0.9182815886805801,-0.9182815886805801,-0.9182815886805801,-0.9182815886805801
1061,10.61,-0.9369221091999286,-0.9369221091999286,-0.9369221091999286,-0.9369221091999286,-0.9369221091999286,-0.9369221091999286,-0.9369221091999286
1062,10.620000000000001,-0.95322081262576,-0.95322081262576,-0.95322081262576,-0.95322081262576,-0.95322081262576,-0.95322081262576,-0.95322081262576
1063,10.63,-0.9671369606924618,-0.9671369606924618,-0.9671369606924618,-0.9671369606924618,-0.9671369606924618,-0.9671369606924618,-0.9671369606924618
1064,10.64,-0.978635770281397,-0.978635770281397,-0.978635770281397,-0.978635770281397,-0.978635770281397,-0.978635770281397,-0.978635770281397
1065,10.65,-0.9876885003605756,-0.9876885003605756,-0.9876885003605756,-0.9876885003605756,-0.9876885003605756,-0.9876885003605756,-0.9876885003605756
1066,10.66,-0.9942725238222581,-0.9942725238222581,-0.9942725238222581,-0.9942725238222581,-0.9942725238222581,-0.9942725238222581,-0.9942725238222581
1067,10.67,-0.9983713840389328,-0.9983713840389328,-0.9983713840389328,-0.9983713840389328,-0.9983713840389328,-0.9983713840389328,-0.9983713840389328
1068,10.68,-0.9999748359963095,-0.9999748359963095,-0.9999748359963095,-0.9999748359963095,-0.9999748359963095,-0.9999748359963095,-0.9999748359963095
1069,10.69,-0.9990788719005154,-0.9990788719005154,-0.9990788719005154,-0.9990788719005154,-0.9990788719005154,-0.9990788719005154,-0.9990788719005154
1070,10.700000000000001,-0.9956857311954895,-0.9956857311954895,-0.9956857311954895,-0.9956857311954895,-0.9956857311954895,-0.9956857311954895,-0.9956857311954895
1071,10.71,-0.9898038949655396,-0.9898038949655396,-0.9898038949655396,-0.9898038949655396,-0.9898038949655396,-0.9898038949655396,-0.9898038949655396
1072,10.72,-0.9814480647370478,-0.9814480647370478,-0.9814480647370478,-0.9814480647370478,-0.9814480647370478,-0.9814480647370478,-0.9814480647370478
1073,10.73,-0.9706391257323146,-0.9706391257323146,-0.9706391257323146,-0.9706391257323146,-0.9706391257323146,-0.9706391257323146,-0.9706391257323146
1074,10.74,-0.9574040946673832,-0.9574040946673832,-0.9574040946673832,-0.9574040946673832,-0.9574040946673832,-0.9574040946673832,-0.9574040946673832
1075,10.75,-0.9417760522243257,-0.9417760522243257,-0.9417760522243257,-0.9417760522243257,-0.9417760522243257,-0.9417760522243257,-0.9417760522243257
1076,10.76,-0.9237940603667729,-0.9237940603667729,-0.9237940603667729,-0.9237940603667729,-0.9237940603667729,-0.9237940603667729,-0.9237940603667729
1077,10.77,-0.9035030647053576,-0.9035030647053576,-0.9035030647053576,-0.9035030647053576,-0.9035030647053576,-0.9035030647053576,-0.9035030647053576
1078,10.78,-0.8809537821571053,-0.8809537821571053,-0.8809537821571053,-0.8809537821571053,-0.8809537821571053,-0.8809537821571053,-0.8809537821571053
1079,10.790000000000001,-0.8562025741795665,-0.8562025741795665,-0.8562025741795665,-0.8562025741795665,-0.8562025741795665,-0.8562025741795665,-0.8562025741795665
1080,10.8,-0.8293113058965389,-0.8293113058965389,-0.8293113058965389,-0.8293113058965389,-0.8293113058965389,-0.8293113058965389,-0.8293113058965389
1081,10.81,-0.8003471914674917,-0.8003471914674917,-0.8003471914674917,-0.8003471914674917,-0.8003471914674917,-0.8003471914674917,-0.8003471914674917
1082,10.82,-0.7693826260871871,-0.7693826260871871,-0.7693826260871871,-0.7693826260871871,-0.7693826260871871,-0.7693826260871871,-0.7693826260871871
1083,10.83,-0.7364950050354144,-0.7364950050354144,-0.7364950050354144,-0.7364950050354144,-0.7364950050354144,-0.7364950050354144,-0.7364950050354144
1084,10.84,-0.7017665302291163,-0.7017665302291163,-0.7017665302291163,-0.7017665302291163,-0.7017665302291163,-0.7017665302291163,-0.7017665302291163
1085,10.85,-0.6652840047604262,-0.6652840047604262,-0.6652840047604262,-0.6652840047604262,-0.6652840047604262,-0.6652840047604262,-0.6652840047604262
1086,10.86,-0.6271386159341663,-0.6271386159341663,-0.6271386159341663,-0.6271386159341663,-0.6271386159341663,-0.6271386159341663,-0.6271386159341663
1087,10.870000000000001,-0.5874257073470975,-0.5874257073470975,-0.5874257073470975,-0.5874257073470975,-0.5874257073470975,-0.5874257073470975,-0.5874257073470975
1088,10.88,-0.5462445405786056,-0.5462445405786056,-0.5462445405786056,-0.5462445405786056,-0.5462445405786056,-0.5462445405786056,-0.5462445405786056
1089,10.89,-0.5036980470884717,-0.5036980470884717,-0.5036980470884717,-0.5036980470884717,-0.5036980470884717,-0.5036980470884717,-0.5036980470884717
1090,10.9,-0.45989257094185504,-0.45989257094185504,-0.45989257094185504,-0.45989257094185504,-0.45989257094185504,-0.45989257094185504,-0.45989257094185504
1091,10.91,-0.4149376030045398,-0.4149376030045398,-0.4149376030045398,-0.4149376030045398,-0.4149376030045398,-0.4149376030045398,-0.4149376030045398
1092,10.92,-0.36894550727282,-0.36894550727282,-0.36894550727282,-0.36894550727282,-0.36894550727282,-0.36894550727282,-0.36894550727282
1093,10.93,-0.3220312400220556,-0.3220312400220556,-0.3220312400220556,-0.3220312400220556,-0.3220312400220556,-0.3220312400220556,-0.3220312400220556
1094,10.94,-0.27431206247588147,-0.27431206247588147,-0.27431206247588147,-0.27431206247588147,-0.27431206247588147,-0.27431206247588147,-0.27431206247588147
1095,10.950000000000001,-0.22590724771424697,-0.22590724771424697,-0.22590724771424697,-0.22590724771424697,-0.22590724771424697,-0.22590724771424697,-0.22590724771424697
1096,10.96,-0.17693778255286263,-0.17693778255286263,-0.17693778255286263,-0.17693778255286263,-0.17693778255286263,-0.17693778255286263,-0.17693778255286263
1097,10.97,-0.1275260651392009,-0.1275260651392009,-0.1275260651392009,-0.1275260651392009,-0.1275260651392009,-0.1275260651392009,-0.1275260651392009
1098,10.98,-0.07779559902090272,-0.07779559902090272,-0.07779559902090272,-0.07779559902090272,-0.07779559902090272,-0.07779559902090272,-0.07779559902090272
1099,10.99,-0.027870684451259717,-0.027870684451259717,-0.027870684451259717,-0.027870684451259717,-0.027870684451259717,-0.027870684451259717,-0.027870684451259717
1100,11.0,0.022123892296652493,0.022123892296652493,0.022123892296652493,0.022123892296652493,0.022123892296652493,0.022123892296652493,0.022123892296652493
1101,11.01,0.07206317083063721,0.07206317083063721,0.07206317083063721,0.07206317083063721,0.07206317083063721,0.07206317083063721,0.07206317083063721
1102,11.02,0.1218223289752465,0.1218223289752465,0.1218223289752465,0.1218223289752465,0.1218223289752465,0.1218223289752465,0.1218223289752465
1103,11.03,0.17127699476218117,0.17127699476218117,0.17127699476218117,0.17127699476218117,0.17127699476218117,0.17127699476218117,0.17127699476218117
1104,11.040000000000001,0.22030355729540738,0.22030355729540738,0.22030355729540738,0.22030355729540738,0.22030355729540738,0.22030355729540738,0.22030355729540738
1105,11.05,0.268779475713989,0.268779475713989,0.268779475713989,0.268779475713989,0.268779475713989,0.268779475713989,0.268779475713989
1106,11.06,0.31658358548038995,0.31658358548038995,0.31658358548038995,0.31658358548038995,0.31658358548038995,0.31658358548038995,0.31658358548038995
1107,11.07,0.36359640122868464,0.36359640122868464,0.36359640122868464,0.36359640122868464,0.36359640122868464,0.36359640122868464,0.36359640122868464
1108,11.08,0.40970041541571484,0.40970041541571484,0.40970041541571484,0.40970041541571484,0.40970041541571484,0.40970041541571484,0.40970041541571484
1109,11.09,0.4547803920287196,0.4547803920287196,0.4547803920287196,0.4547803920287196,0.4547803920287196,0.4547803920287196,0.4547803920287196
1110,11.1,0.498723654615323,0.498723654615323,0.498723654615323,0.498723654615323,0.498723654615323,0.498723654615323,0.498723654615323
1111,11.11,0.5414203679159543,0.5414203679159543,0.5414203679159543,0.5414203679159543,0.5414203679159543,0.5414203679159543,0.5414203679159543
1112,11.120000000000001,0.5827638123947668,0.5827638123947668,0.5827638123947668,0.5827638123947668,0.5827638123947668,0.5827638123947668,0.5827638123947668
1113,11.13,0.6226506509828704,0.6226506509828704,0.6226506509828704,0.6226506509828704,0.6226506509828704,0.6226506509828704,0.6226506509828704
1114,11.14,0.6609811873671593,0.6609811873671593,0.6609811873671593,0.6609811873671593,0.6609811873671593,0.6609811873671593,0.6609811873671593
1115,11.15,0.6976596151791469,0.6976596151791469,0.6976596151791469,0.6976596151791469,0.6976596151791469,0.6976596151791469,0.6976596151791469
1116,11.16,0.7325942574609668,0.7325942574609668,0.7325942574609668,0.7325942574609668,0.7325942574609668,0.7325942574609668,0.7325942574609668
1117,11.17,0.765697795809998,0.765697795809998,0.765697795809998,0.765697795809998,0.765697795809998,0.765697795809998,0.765697795809998
1118,11.18,0.7968874886293729,0.7968874886293729,0.7968874886293729,0.7968874886293729,0.7968874886293729,0.7968874886293729,0.7968874886293729
1119,11.19,0.8260853779388564,0.8260853779388564,0.8260853779388564,0.8260853779388564,0.8260853779388564,0.8260853779388564,0.8260853779388564
1120,11.200000000000001,0.8532184842291755,0.8532184842291755,0.8532184842291755,0.8532184842291755,0.8532184842291755,0.8532184842291755,0.8532184842291755
1121,11.21,0.8782189888727647,0.8782189888727647,0.8782189888727647,0.8782189888727647,0.8782189888727647,0.8782189888727647,0.8782189888727647
1122,11.22,0.9010244036349979,0.9010244036349979,0.9010244036349979,0.9010244036349979,0.9010244036349979,0.9010244036349979,0.9010244036349979
1123,11.23,0.9215777268622133,0.9215777268622133,0.9215777268622133,0.9215777268622133,0.9215777268622133,0.9215777268622133,0.9215777268622133
1124,11.24,0.9398275859561462,0.9398275859561462,0.9398275859561462,0.9398275859561462,0.9398275859561462,0.9398275859561462,0.9398275859561462
1125,11.25,0.9557283657786558,0.9557283657786558,0.9557283657786558,0.9557283657786558,0.9557283657786558,0.9557283657786558,0.9557283657786558
1126,11.26,0.9692403226658012,0.9692403226658012,0.9692403226658012,0.9692403226658012,0.9692403226658012,0.9692403226658012,0.9692403226658012
1127,11.27,0.9803296837662916,0.9803296837662916,0.9803296837662916,0.9803296837662916,0.9803296837662916,0.9803296837662916,0.9803296837662916
1128,11.28,0.9889687314560162,0.9889687314560162,0.9889687314560162,0.9889687314560162,0.9889687314560162,0.9889687314560162,0.9889687314560162
1129,11.290000000000001,0.9951358726176603,0.9951358726176603,0.9951358726176603,0.9951358726176603,0.9951358726176603,0.9951358726176603,0.9951358726176603
1130,11.3,0.9988156926122469,0.9988156926122469,0.9988156926122469,0.9988156926122469,0.9988156926122469,0.9988156926122469,0.9988156926122469
1131,11.31,0.9999989938077002,0.9999989938077002,0.9999989938077002,0.9999989938077002,0.9999989938077002,0.9999989938077002,0.9999989938077002
1132,11.32,0.9986828185681327,0.9986828185681327,0.9986828185681327,0.9986828185681327,0.9986828185681327,0.9986828185681327,0.9986828185681327
1133,11.33,0.9948704566463921,0.9948704566463921,0.9948704566463921,0.9948704566463921,0.9948704566463921,0.9948704566463921,0.9948704566463921
1134,11.34,0.9885714369613919,0.9885714369613919,0.9885714369613919,0.9885714369613919,0.9885714369613919,0.9885714369613919,0.9885714369613919
1135,11.35,0.9798015037807782,0.9798015037807782,0.9798015037807782,0.9798015037807782,0.9798015037807782,0.9798015037807782,0.9798015037807782
1136,11.36,0.9685825773684625,0.9685825773684625,0.9685825773684625,0.9685825773684625,0.9685825773684625,0.9685825773684625,0.9685825773684625
1137,11.370000000000001,0.9549426991953822,0.9549426991953822,0.9549426991953822,0.9549426991953822,0.9549426991953822,0.9549426991953822,0.9549426991953822
1138,11.38,0.9389159618504327,0.9389159618504327,0.9389159618504327,0.9389159618504327,0.9389159618504327,0.9389159618504327,0.9389159618504327
1139,11.39,0.9205424238267583,0.9205424238267583,0.9205424238267583,0.9205424238267583,0.9205424238267583,0.9205424238267583,0.9205424238267583
1140,11.4,0.8998680093963902,0.8998680093963902,0.8998680093963902,0.8998680093963902,0.8998680093963902,0.8998680093963902,0.8998680093963902
1141,11.41,0.8769443938234942,0.8769443938234942,0.8769443938234942,0.8769443938234942,0.8769443938234942,0.8769443938234942,0.8769443938234942
1142,11.42,0.851828874203134,0.851828874203134,0.851828874203134,0.851828874203134,0.851828874203134,0.851828874203134,0.851828874203134
1143,11.43,0.8245842262483876,0.8245842262483876,0.8245842262483876,0.8245842262483876,0.8245842262483876,0.8245842262483876,0.8245842262483876
1144,11.44,0.7952785473837722,0.7952785473837722,0.7952785473837722,0.7952785473837722,0.7952785473837722,0.7952785473837722,0.7952785473837722
1145,11.450000000000001,0.7639850865371646,0.7639850865371646,0.7639850865371646,0.7639850865371646,0.7639850865371646,0.7639850865371646,0.7639850865371646
1146,11.46,0.7307820610556458,0.7307820610556458,0.7307820610556458,0.7307820610556458,0.7307820610556458,0.7307820610556458,0.7307820610556458
1147,11.47,0.6957524612028883,0.6957524612028883,0.6957524612028883,0.6957524612028883,0.6957524612028883,0.6957524612028883,0.6957524612028883
1148,11.48,0.6589838427267374,0.6589838427267374,0.6589838427267374,0.6589838427267374,0.6589838427267374,0.6589838427267374,0.6589838427267374
1149,11.49,0.6205681080154618,0.6205681080154618,0.6205681080154618,0.6205681080154618,0.6205681080154618,0.6205681080154618,0.6205681080154618
1150,11.5,0.5806012763896679,0.5806012763896679,0.5806012763896679,0.5806012763896679,0.5806012763896679,0.5806012763896679,0.5806012763896679
1151,11.51,0.5391832441040276,0.5391832441040276,0.5391832441040276,0.5391832441040276,0.5391832441040276,0.5391832441040276,0.5391832441040276
1152,11.52,0.4964175346586928,0.4964175346586928,0.4964175346586928,0.4964175346586928,0.4964175346586928,0.4964175346586928,0.4964175346586928
1153,11.53,0.45241104004448424,0.45241104004448424,0.45241104004448424,0.45241104004448424,0.45241104004448424,0.45241104004448424,0.45241104004448424
1154,11.540000000000001,0.40727375356861034,0.40727375356861034,0.40727375356861034,0.40727375356861034,0.40727375356861034,0.40727375356861034,0.40727375356861034
1155,11.55,0.36111849492871034,0.36111849492871034,0.36111849492871034,0.36111849492871034,0.36111849492871034,0.36111849492871034,0.36111849492871034
1156,11.56,0.31406062822239444,0.31406062822239444,0.31406062822239444,0.31406062822239444,0.31406062822239444,0.31406062822239444,0.31406062822239444
1157,11.57,0.2662177735971097,0.2662177735971097,0.2662177735971097,0.2662177735971097,0.2662177735971097,0.2662177735971097,0.2662177735971097
1158,11.58,0.21770951326105678,0.21770951326105678,0.21770951326105678,0.21770951326105678,0.21770951326105678,0.21770951326105678,0.21770951326105678
1159,11.59,0.16865709258997763,0.16865709258997763,0.16865709258997763,0.16865709258997763,0.16865709258997763,0.16865709258997763,0.16865709258997763
1160,11.6,0.11918311707689049,0.11918311707689049,0.11918311707689049,0.11918311707689049,0.11918311707689049,0.11918311707689049,0.11918311707689049
1161,11.61,0.06941124588224075,0.06941124588224075,0.06941124588224075,0.06941124588224075,0.06941124588224075,0.06941124588224075,0.06941124588224075
1162,11.620000000000001,0.019465882750432296,0.019465882750432296,0.019465882750432296,0.019465882750432296,0.019465882750432296,0.019465882750432296,0.019465882750432296
